id,evidence_status,evidence_status_raw,filter_passed,prediction_source,postprocess_reason
12624,Yes,1,yes,soft_vote,score_no=0.00032951;score_yes=0.99967050;n_members=5
12625,Yes,1,yes,soft_vote,score_no=0.00293740;score_yes=0.99706263;n_members=5
12626,No,0,yes,soft_vote,score_no=0.67349617;score_yes=0.32650385;n_members=5
12627,Yes,1,yes,soft_vote,score_no=0.00002904;score_yes=0.99997096;n_members=5
12628,Yes,1,yes,soft_vote,score_no=0.00008230;score_yes=0.99991769;n_members=5
12629,Yes,1,yes,soft_vote,score_no=0.00001220;score_yes=0.99998777;n_members=5
12630,Yes,1,yes,soft_vote,score_no=0.06556591;score_yes=0.93443407;n_members=5
12631,Yes,1,yes,soft_vote,score_no=0.00399088;score_yes=0.99600911;n_members=5
12632,Yes,1,yes,soft_vote,score_no=0.00003498;score_yes=0.99996505;n_members=5
12633,Yes,1,yes,soft_vote,score_no=0.00002463;score_yes=0.99997537;n_members=5
12634,Yes,1,yes,soft_vote,score_no=0.00023415;score_yes=0.99976585;n_members=5
12635,Yes,1,yes,soft_vote,score_no=0.17070181;score_yes=0.82929819;n_members=5
12636,Yes,1,yes,soft_vote,score_no=0.00008849;score_yes=0.99991151;n_members=5
12637,No,0,yes,soft_vote,score_no=0.86999946;score_yes=0.13000052;n_members=5
12638,Yes,1,yes,soft_vote,score_no=0.02401351;score_yes=0.97598648;n_members=5
12639,Yes,1,yes,soft_vote,score_no=0.06769522;score_yes=0.93230478;n_members=5
12640,No,0,yes,soft_vote,score_no=0.98678408;score_yes=0.01321591;n_members=5
12641,Yes,1,yes,soft_vote,score_no=0.00005565;score_yes=0.99994435;n_members=5
12642,Yes,1,yes,soft_vote,score_no=0.00005510;score_yes=0.99994488;n_members=5
12643,Yes,1,yes,soft_vote,score_no=0.38345259;score_yes=0.61654741;n_members=5
12644,Yes,1,yes,soft_vote,score_no=0.00231369;score_yes=0.99768629;n_members=5
12645,Yes,1,yes,soft_vote,score_no=0.00102293;score_yes=0.99897705;n_members=5
12646,No,0,yes,soft_vote,score_no=0.58467614;score_yes=0.41532388;n_members=5
12647,Yes,1,yes,soft_vote,score_no=0.00013928;score_yes=0.99986073;n_members=5
12648,Yes,1,yes,soft_vote,score_no=0.00003133;score_yes=0.99996870;n_members=5
12649,Yes,1,yes,soft_vote,score_no=0.00002453;score_yes=0.99997547;n_members=5
12650,Yes,1,yes,soft_vote,score_no=0.00000988;score_yes=0.99999013;n_members=5
12651,Yes,1,yes,soft_vote,score_no=0.00043282;score_yes=0.99956719;n_members=5
12652,Yes,1,yes,soft_vote,score_no=0.00873894;score_yes=0.99126104;n_members=5
12653,Yes,1,yes,soft_vote,score_no=0.04721275;score_yes=0.95278726;n_members=5
12654,Yes,1,yes,soft_vote,score_no=0.00005052;score_yes=0.99994950;n_members=5
12655,Yes,1,yes,soft_vote,score_no=0.00041333;score_yes=0.99958668;n_members=5
12656,Yes,1,yes,soft_vote,score_no=0.00001018;score_yes=0.99998982;n_members=5
12657,Yes,1,yes,soft_vote,score_no=0.00001767;score_yes=0.99998236;n_members=5
12658,Yes,1,yes,soft_vote,score_no=0.00067597;score_yes=0.99932407;n_members=5
12659,No,0,yes,soft_vote,score_no=0.73624788;score_yes=0.26375215;n_members=5
12660,Yes,1,yes,soft_vote,score_no=0.00001436;score_yes=0.99998565;n_members=5
12661,Yes,1,yes,soft_vote,score_no=0.00014707;score_yes=0.99985295;n_members=5
12662,No,0,yes,soft_vote,score_no=0.78435030;score_yes=0.21564969;n_members=5
12663,Yes,1,yes,soft_vote,score_no=0.00004108;score_yes=0.99995892;n_members=5
12664,No,0,yes,soft_vote,score_no=0.99995723;score_yes=0.00004276;n_members=5
12665,Yes,1,yes,soft_vote,score_no=0.00007073;score_yes=0.99992925;n_members=5
12666,Yes,1,yes,soft_vote,score_no=0.48521791;score_yes=0.51478211;n_members=5
12667,Yes,1,yes,soft_vote,score_no=0.00005228;score_yes=0.99994769;n_members=5
12668,Yes,1,yes,soft_vote,score_no=0.00120960;score_yes=0.99879042;n_members=5
12669,No,0,yes,soft_vote,score_no=0.99998243;score_yes=0.00001760;n_members=5
12670,Yes,1,yes,soft_vote,score_no=0.00001177;score_yes=0.99998825;n_members=5
12671,Yes,1,yes,soft_vote,score_no=0.00009057;score_yes=0.99990940;n_members=5
12672,Yes,1,yes,soft_vote,score_no=0.00007043;score_yes=0.99992958;n_members=5
12673,Yes,1,yes,soft_vote,score_no=0.00017526;score_yes=0.99982476;n_members=5
12674,Yes,1,yes,soft_vote,score_no=0.00004205;score_yes=0.99995794;n_members=5
12675,Yes,1,yes,soft_vote,score_no=0.00004775;score_yes=0.99995227;n_members=5
12676,Yes,1,yes,soft_vote,score_no=0.00004246;score_yes=0.99995754;n_members=5
12677,Yes,1,yes,soft_vote,score_no=0.00003930;score_yes=0.99996066;n_members=5
12678,Yes,1,yes,soft_vote,score_no=0.00064451;score_yes=0.99935547;n_members=5
12679,Yes,1,yes,soft_vote,score_no=0.00011442;score_yes=0.99988558;n_members=5
12680,Yes,1,yes,soft_vote,score_no=0.00001519;score_yes=0.99998479;n_members=5
12681,Yes,1,yes,soft_vote,score_no=0.00061872;score_yes=0.99938129;n_members=5
12682,Yes,1,yes,soft_vote,score_no=0.00008078;score_yes=0.99991920;n_members=5
12683,Yes,1,yes,soft_vote,score_no=0.30286272;score_yes=0.69713727;n_members=5
12684,Yes,1,yes,soft_vote,score_no=0.00010685;score_yes=0.99989313;n_members=5
12685,Yes,1,yes,soft_vote,score_no=0.00003519;score_yes=0.99996481;n_members=5
12686,Yes,1,yes,soft_vote,score_no=0.00091848;score_yes=0.99908150;n_members=5
12687,Yes,1,yes,soft_vote,score_no=0.00002400;score_yes=0.99997601;n_members=5
12688,Yes,1,yes,soft_vote,score_no=0.00013507;score_yes=0.99986491;n_members=5
12689,No,0,yes,soft_vote,score_no=0.99997869;score_yes=0.00002129;n_members=5
12690,Yes,1,yes,soft_vote,score_no=0.00006698;score_yes=0.99993300;n_members=5
12691,Yes,1,yes,soft_vote,score_no=0.00353272;score_yes=0.99646729;n_members=5
12692,Yes,1,yes,soft_vote,score_no=0.00018772;score_yes=0.99981228;n_members=5
12693,Yes,1,yes,soft_vote,score_no=0.00001075;score_yes=0.99998925;n_members=5
12694,Yes,1,yes,soft_vote,score_no=0.19908220;score_yes=0.80091778;n_members=5
12695,Yes,1,yes,soft_vote,score_no=0.00001198;score_yes=0.99998801;n_members=5
12696,Yes,1,yes,soft_vote,score_no=0.00743116;score_yes=0.99256884;n_members=5
12697,Yes,1,yes,soft_vote,score_no=0.17332453;score_yes=0.82667546;n_members=5
12698,Yes,1,yes,soft_vote,score_no=0.00235442;score_yes=0.99764560;n_members=5
12699,Yes,1,yes,soft_vote,score_no=0.00003840;score_yes=0.99996161;n_members=5
12700,Yes,1,yes,soft_vote,score_no=0.00003062;score_yes=0.99996936;n_members=5
12701,Yes,1,yes,soft_vote,score_no=0.00001332;score_yes=0.99998665;n_members=5
12702,Yes,1,yes,soft_vote,score_no=0.01552119;score_yes=0.98447880;n_members=5
12703,Yes,1,yes,soft_vote,score_no=0.00004261;score_yes=0.99995740;n_members=5
12704,Yes,1,yes,soft_vote,score_no=0.00000753;score_yes=0.99999244;n_members=5
12705,Yes,1,yes,soft_vote,score_no=0.00015148;score_yes=0.99984849;n_members=5
12706,Yes,1,yes,soft_vote,score_no=0.00009917;score_yes=0.99990080;n_members=5
12707,Yes,1,yes,soft_vote,score_no=0.00020447;score_yes=0.99979553;n_members=5
12708,Yes,1,yes,soft_vote,score_no=0.00003192;score_yes=0.99996805;n_members=5
12709,Yes,1,yes,soft_vote,score_no=0.34768673;score_yes=0.65231327;n_members=5
12710,Yes,1,yes,soft_vote,score_no=0.00001918;score_yes=0.99998081;n_members=5
12711,Yes,1,yes,soft_vote,score_no=0.00001757;score_yes=0.99998245;n_members=5
12712,Yes,1,yes,soft_vote,score_no=0.00032479;score_yes=0.99967522;n_members=5
12713,No,0,yes,soft_vote,score_no=0.55169730;score_yes=0.44830272;n_members=5
12714,Yes,1,yes,soft_vote,score_no=0.00005409;score_yes=0.99994590;n_members=5
12715,Yes,1,yes,soft_vote,score_no=0.00422738;score_yes=0.99577262;n_members=5
12716,No,0,yes,soft_vote,score_no=0.99397943;score_yes=0.00602055;n_members=5
12717,Yes,1,yes,soft_vote,score_no=0.00003834;score_yes=0.99996166;n_members=5
12718,Yes,1,yes,soft_vote,score_no=0.00013535;score_yes=0.99986464;n_members=5
12719,Yes,1,yes,soft_vote,score_no=0.00005119;score_yes=0.99994882;n_members=5
12720,Yes,1,yes,soft_vote,score_no=0.00002571;score_yes=0.99997427;n_members=5
12721,Yes,1,yes,soft_vote,score_no=0.00004024;score_yes=0.99995975;n_members=5
12722,Yes,1,yes,soft_vote,score_no=0.00002970;score_yes=0.99997029;n_members=5
12723,No,0,yes,soft_vote,score_no=0.99991878;score_yes=0.00008119;n_members=5
12724,Yes,1,yes,soft_vote,score_no=0.00006154;score_yes=0.99993845;n_members=5
12725,Yes,1,yes,soft_vote,score_no=0.00001295;score_yes=0.99998705;n_members=5
12726,Yes,1,yes,soft_vote,score_no=0.00010664;score_yes=0.99989334;n_members=5
12727,No,0,yes,soft_vote,score_no=0.99847660;score_yes=0.00152343;n_members=5
12728,Yes,1,yes,soft_vote,score_no=0.00619393;score_yes=0.99380605;n_members=5
12729,Yes,1,yes,soft_vote,score_no=0.00004093;score_yes=0.99995909;n_members=5
12730,Yes,1,yes,soft_vote,score_no=0.00015635;score_yes=0.99984366;n_members=5
12731,Yes,1,yes,soft_vote,score_no=0.00001213;score_yes=0.99998789;n_members=5
12732,No,0,yes,soft_vote,score_no=0.68034331;score_yes=0.31965671;n_members=5
12733,Yes,1,yes,soft_vote,score_no=0.35245848;score_yes=0.64754152;n_members=5
12734,Yes,1,yes,soft_vote,score_no=0.00002372;score_yes=0.99997628;n_members=5
12735,Yes,1,yes,soft_vote,score_no=0.00041790;score_yes=0.99958210;n_members=5
12736,Yes,1,yes,soft_vote,score_no=0.00002113;score_yes=0.99997890;n_members=5
12737,Yes,1,yes,soft_vote,score_no=0.00002897;score_yes=0.99997101;n_members=5
12738,Yes,1,yes,soft_vote,score_no=0.00005017;score_yes=0.99994981;n_members=5
12739,Yes,1,yes,soft_vote,score_no=0.04506658;score_yes=0.95493339;n_members=5
12740,Yes,1,yes,soft_vote,score_no=0.00001260;score_yes=0.99998739;n_members=5
12741,Yes,1,yes,soft_vote,score_no=0.18300380;score_yes=0.81699620;n_members=5
12742,No,0,yes,soft_vote,score_no=0.90036746;score_yes=0.09963252;n_members=5
12743,Yes,1,yes,soft_vote,score_no=0.12634601;score_yes=0.87365399;n_members=5
12744,Yes,1,yes,soft_vote,score_no=0.00003495;score_yes=0.99996505;n_members=5
12745,Yes,1,yes,soft_vote,score_no=0.00050387;score_yes=0.99949615;n_members=5
12746,Yes,1,yes,soft_vote,score_no=0.00002828;score_yes=0.99997170;n_members=5
12747,Yes,1,yes,soft_vote,score_no=0.00001599;score_yes=0.99998403;n_members=5
12748,Yes,1,yes,soft_vote,score_no=0.00289255;score_yes=0.99710747;n_members=5
12749,Yes,1,yes,soft_vote,score_no=0.40318329;score_yes=0.59681670;n_members=5
12750,Yes,1,yes,soft_vote,score_no=0.14679698;score_yes=0.85320301;n_members=5
12751,Yes,1,yes,soft_vote,score_no=0.00003788;score_yes=0.99996211;n_members=5
12752,Yes,1,yes,soft_vote,score_no=0.00010463;score_yes=0.99989533;n_members=5
12753,No,0,yes,soft_vote,score_no=0.99730530;score_yes=0.00269472;n_members=5
12754,Yes,1,yes,soft_vote,score_no=0.00005213;score_yes=0.99994783;n_members=5
12755,Yes,1,yes,soft_vote,score_no=0.00002446;score_yes=0.99997556;n_members=5
12756,Yes,1,yes,soft_vote,score_no=0.00004133;score_yes=0.99995868;n_members=5
12757,No,0,yes,soft_vote,score_no=0.99055610;score_yes=0.00944388;n_members=5
12758,Yes,1,yes,soft_vote,score_no=0.00001852;score_yes=0.99998145;n_members=5
12759,Yes,1,yes,soft_vote,score_no=0.00008021;score_yes=0.99991979;n_members=5
12760,Yes,1,yes,soft_vote,score_no=0.01093452;score_yes=0.98906546;n_members=5
12761,Yes,1,yes,soft_vote,score_no=0.00001142;score_yes=0.99998858;n_members=5
12762,Yes,1,yes,soft_vote,score_no=0.02381339;score_yes=0.97618661;n_members=5
12763,Yes,1,yes,soft_vote,score_no=0.00226628;score_yes=0.99773372;n_members=5
12764,Yes,1,yes,soft_vote,score_no=0.28380129;score_yes=0.71619869;n_members=5
12765,No,0,yes,soft_vote,score_no=0.93491717;score_yes=0.06508282;n_members=5
12766,Yes,1,yes,soft_vote,score_no=0.00001864;score_yes=0.99998138;n_members=5
12767,Yes,1,yes,soft_vote,score_no=0.42681321;score_yes=0.57318678;n_members=5
12768,No,0,yes,soft_vote,score_no=0.99996886;score_yes=0.00003112;n_members=5
12769,No,0,yes,soft_vote,score_no=0.99510044;score_yes=0.00489956;n_members=5
12770,Yes,1,yes,soft_vote,score_no=0.00003217;score_yes=0.99996782;n_members=5
12771,Yes,1,yes,soft_vote,score_no=0.00007430;score_yes=0.99992572;n_members=5
12772,Yes,1,yes,soft_vote,score_no=0.00033544;score_yes=0.99966454;n_members=5
12773,Yes,1,yes,soft_vote,score_no=0.00004421;score_yes=0.99995577;n_members=5
12774,Yes,1,yes,soft_vote,score_no=0.00003280;score_yes=0.99996721;n_members=5
12775,Yes,1,yes,soft_vote,score_no=0.00004218;score_yes=0.99995780;n_members=5
12776,Yes,1,yes,soft_vote,score_no=0.09306877;score_yes=0.90693123;n_members=5
12777,Yes,1,yes,soft_vote,score_no=0.00015035;score_yes=0.99984964;n_members=5
12778,Yes,1,yes,soft_vote,score_no=0.00001728;score_yes=0.99998271;n_members=5
12779,Yes,1,yes,soft_vote,score_no=0.00195185;score_yes=0.99804819;n_members=5
12780,Yes,1,yes,soft_vote,score_no=0.00001097;score_yes=0.99998901;n_members=5
12781,Yes,1,yes,soft_vote,score_no=0.27899608;score_yes=0.72100393;n_members=5
12782,Yes,1,yes,soft_vote,score_no=0.00825586;score_yes=0.99174412;n_members=5
12783,Yes,1,yes,soft_vote,score_no=0.13750312;score_yes=0.86249688;n_members=5
12784,Yes,1,yes,soft_vote,score_no=0.00007763;score_yes=0.99992236;n_members=5
12785,Yes,1,yes,soft_vote,score_no=0.00010684;score_yes=0.99989314;n_members=5
12786,Yes,1,yes,soft_vote,score_no=0.00001176;score_yes=0.99998822;n_members=5
12787,Yes,1,yes,soft_vote,score_no=0.02734501;score_yes=0.97265501;n_members=5
12788,Yes,1,yes,soft_vote,score_no=0.00004544;score_yes=0.99995453;n_members=5
12789,Yes,1,yes,soft_vote,score_no=0.00001425;score_yes=0.99998576;n_members=5
12790,No,0,yes,soft_vote,score_no=0.80759149;score_yes=0.19240850;n_members=5
12791,Yes,1,yes,soft_vote,score_no=0.00092168;score_yes=0.99907835;n_members=5
12792,Yes,1,yes,soft_vote,score_no=0.00006941;score_yes=0.99993061;n_members=5
12793,Yes,1,yes,soft_vote,score_no=0.00009018;score_yes=0.99990983;n_members=5
12794,Yes,1,yes,soft_vote,score_no=0.00000966;score_yes=0.99999034;n_members=5
12795,Yes,1,yes,soft_vote,score_no=0.00013587;score_yes=0.99986412;n_members=5
12796,Yes,1,yes,soft_vote,score_no=0.00003941;score_yes=0.99996056;n_members=5
12797,Yes,1,yes,soft_vote,score_no=0.00029053;score_yes=0.99970946;n_members=5
12798,Yes,1,yes,soft_vote,score_no=0.00001173;score_yes=0.99998827;n_members=5
12799,No,0,yes,soft_vote,score_no=0.83855809;score_yes=0.16144192;n_members=5
12800,Yes,1,yes,soft_vote,score_no=0.00001373;score_yes=0.99998627;n_members=5
12801,Yes,1,yes,soft_vote,score_no=0.00003327;score_yes=0.99996672;n_members=5
12802,Yes,1,yes,soft_vote,score_no=0.00228297;score_yes=0.99771704;n_members=5
12803,Yes,1,yes,soft_vote,score_no=0.02337125;score_yes=0.97662876;n_members=5
12804,Yes,1,yes,soft_vote,score_no=0.00013072;score_yes=0.99986929;n_members=5
12805,Yes,1,yes,soft_vote,score_no=0.00001823;score_yes=0.99998176;n_members=5
12806,Yes,1,yes,soft_vote,score_no=0.07508884;score_yes=0.92491117;n_members=5
12807,No,0,yes,soft_vote,score_no=0.90284831;score_yes=0.09715169;n_members=5
12808,No,0,yes,soft_vote,score_no=0.88605862;score_yes=0.11394136;n_members=5
12809,No,0,yes,soft_vote,score_no=0.97661406;score_yes=0.02338595;n_members=5
12810,Yes,1,yes,soft_vote,score_no=0.00124191;score_yes=0.99875809;n_members=5
12811,Yes,1,yes,soft_vote,score_no=0.00152777;score_yes=0.99847222;n_members=5
12812,Yes,1,yes,soft_vote,score_no=0.00050781;score_yes=0.99949217;n_members=5
12813,No,0,yes,soft_vote,score_no=0.99989160;score_yes=0.00010843;n_members=5
12814,Yes,1,yes,soft_vote,score_no=0.00048831;score_yes=0.99951167;n_members=5
12815,Yes,1,yes,soft_vote,score_no=0.00013013;score_yes=0.99986989;n_members=5
12816,Yes,1,yes,soft_vote,score_no=0.39380063;score_yes=0.60619935;n_members=5
12817,Yes,1,yes,soft_vote,score_no=0.00001950;score_yes=0.99998052;n_members=5
12818,Yes,1,yes,soft_vote,score_no=0.00011877;score_yes=0.99988122;n_members=5
12819,Yes,1,yes,soft_vote,score_no=0.00003030;score_yes=0.99996967;n_members=5
12820,No,0,yes,soft_vote,score_no=0.99705710;score_yes=0.00294288;n_members=5
12821,Yes,1,yes,soft_vote,score_no=0.00012703;score_yes=0.99987297;n_members=5
12822,Yes,1,yes,soft_vote,score_no=0.00005728;score_yes=0.99994271;n_members=5
12823,Yes,1,yes,soft_vote,score_no=0.00001326;score_yes=0.99998672;n_members=5
12824,No,0,yes,soft_vote,score_no=0.99965450;score_yes=0.00034551;n_members=5
12825,Yes,1,yes,soft_vote,score_no=0.00069119;score_yes=0.99930881;n_members=5
12826,Yes,1,yes,soft_vote,score_no=0.00001437;score_yes=0.99998560;n_members=5
12827,No,0,yes,soft_vote,score_no=0.59589752;score_yes=0.40410247;n_members=5
12828,Yes,1,yes,soft_vote,score_no=0.00003213;score_yes=0.99996786;n_members=5
12829,Yes,1,yes,soft_vote,score_no=0.00003410;score_yes=0.99996591;n_members=5
12830,Yes,1,yes,soft_vote,score_no=0.00584523;score_yes=0.99415478;n_members=5
12831,Yes,1,yes,soft_vote,score_no=0.00009275;score_yes=0.99990724;n_members=5
12832,Yes,1,yes,soft_vote,score_no=0.00001142;score_yes=0.99998858;n_members=5
12833,No,0,yes,soft_vote,score_no=0.80565808;score_yes=0.19434192;n_members=5
12834,No,0,yes,soft_vote,score_no=0.60393345;score_yes=0.39606654;n_members=5
12835,Yes,1,yes,soft_vote,score_no=0.00006886;score_yes=0.99993112;n_members=5
12836,No,0,yes,soft_vote,score_no=0.95587327;score_yes=0.04412672;n_members=5
12837,Yes,1,yes,soft_vote,score_no=0.00009260;score_yes=0.99990741;n_members=5
12838,No,0,yes,soft_vote,score_no=0.60829874;score_yes=0.39170125;n_members=5
12839,Yes,1,yes,soft_vote,score_no=0.00020149;score_yes=0.99979849;n_members=5
12840,Yes,1,yes,soft_vote,score_no=0.27491713;score_yes=0.72508289;n_members=5
12841,Yes,1,yes,soft_vote,score_no=0.00061726;score_yes=0.99938276;n_members=5
12842,No,0,yes,soft_vote,score_no=0.56108387;score_yes=0.43891614;n_members=5
12843,Yes,1,yes,soft_vote,score_no=0.00003200;score_yes=0.99996800;n_members=5
12844,No,0,yes,soft_vote,score_no=0.67896782;score_yes=0.32103219;n_members=5
12845,Yes,1,yes,soft_vote,score_no=0.01262737;score_yes=0.98737260;n_members=5
12846,No,0,yes,soft_vote,score_no=0.99079270;score_yes=0.00920727;n_members=5
12847,Yes,1,yes,soft_vote,score_no=0.19942692;score_yes=0.80057302;n_members=5
12848,Yes,1,yes,soft_vote,score_no=0.00010804;score_yes=0.99989196;n_members=5
12849,Yes,1,yes,soft_vote,score_no=0.00005293;score_yes=0.99994707;n_members=5
12850,No,0,yes,soft_vote,score_no=0.99996760;score_yes=0.00003237;n_members=5
12851,No,0,yes,soft_vote,score_no=0.61817721;score_yes=0.38182279;n_members=5
12852,Yes,1,yes,soft_vote,score_no=0.00031429;score_yes=0.99968570;n_members=5
12853,Yes,1,yes,soft_vote,score_no=0.00007293;score_yes=0.99992706;n_members=5
12854,Yes,1,yes,soft_vote,score_no=0.00004864;score_yes=0.99995137;n_members=5
12855,Yes,1,yes,soft_vote,score_no=0.00001264;score_yes=0.99998734;n_members=5
12856,Yes,1,yes,soft_vote,score_no=0.00008249;score_yes=0.99991751;n_members=5
12857,Yes,1,yes,soft_vote,score_no=0.00001704;score_yes=0.99998295;n_members=5
12858,Yes,1,yes,soft_vote,score_no=0.00004229;score_yes=0.99995773;n_members=5
12859,Yes,1,yes,soft_vote,score_no=0.00002620;score_yes=0.99997380;n_members=5
12860,Yes,1,yes,soft_vote,score_no=0.00002649;score_yes=0.99997349;n_members=5
12861,Yes,1,yes,soft_vote,score_no=0.00006685;score_yes=0.99993314;n_members=5
12862,Yes,1,yes,soft_vote,score_no=0.20204173;score_yes=0.79795828;n_members=5
12863,Yes,1,yes,soft_vote,score_no=0.00079450;score_yes=0.99920552;n_members=5
12864,No,0,yes,soft_vote,score_no=0.99989109;score_yes=0.00010889;n_members=5
12865,Yes,1,yes,soft_vote,score_no=0.00001983;score_yes=0.99998019;n_members=5
12866,No,0,yes,soft_vote,score_no=0.99990996;score_yes=0.00009003;n_members=5
12867,Yes,1,yes,soft_vote,score_no=0.00007208;score_yes=0.99992793;n_members=5
12868,Yes,1,yes,soft_vote,score_no=0.20274224;score_yes=0.79725778;n_members=5
12869,Yes,1,yes,soft_vote,score_no=0.00007119;score_yes=0.99992882;n_members=5
12870,Yes,1,yes,soft_vote,score_no=0.00007757;score_yes=0.99992242;n_members=5
12871,No,0,yes,soft_vote,score_no=0.99900911;score_yes=0.00099090;n_members=5
12872,Yes,1,yes,soft_vote,score_no=0.00007048;score_yes=0.99992954;n_members=5
12873,No,0,yes,soft_vote,score_no=0.73369961;score_yes=0.26630040;n_members=5
12874,Yes,1,yes,soft_vote,score_no=0.00049826;score_yes=0.99950175;n_members=5
12875,Yes,1,yes,soft_vote,score_no=0.00008773;score_yes=0.99991226;n_members=5
12876,No,0,yes,soft_vote,score_no=0.99855717;score_yes=0.00144281;n_members=5
12877,Yes,1,yes,soft_vote,score_no=0.00002394;score_yes=0.99997609;n_members=5
12878,Yes,1,yes,soft_vote,score_no=0.00235158;score_yes=0.99764842;n_members=5
12879,Yes,1,yes,soft_vote,score_no=0.00010138;score_yes=0.99989862;n_members=5
12880,Yes,1,yes,soft_vote,score_no=0.00002060;score_yes=0.99997940;n_members=5
12881,Yes,1,yes,soft_vote,score_no=0.00035535;score_yes=0.99964465;n_members=5
12882,Yes,1,yes,soft_vote,score_no=0.30487528;score_yes=0.69512473;n_members=5
12883,Yes,1,yes,soft_vote,score_no=0.00004063;score_yes=0.99995935;n_members=5
12884,Yes,1,yes,soft_vote,score_no=0.00564076;score_yes=0.99435922;n_members=5
12885,Yes,1,yes,soft_vote,score_no=0.00034601;score_yes=0.99965398;n_members=5
12886,Yes,1,yes,soft_vote,score_no=0.00003569;score_yes=0.99996428;n_members=5
12887,No,0,yes,soft_vote,score_no=0.80081991;score_yes=0.19918010;n_members=5
12888,Yes,1,yes,soft_vote,score_no=0.00001193;score_yes=0.99998808;n_members=5
12889,Yes,1,yes,soft_vote,score_no=0.00002022;score_yes=0.99997978;n_members=5
12890,Yes,1,yes,soft_vote,score_no=0.00015031;score_yes=0.99984969;n_members=5
12891,Yes,1,yes,soft_vote,score_no=0.00002008;score_yes=0.99997990;n_members=5
12892,Yes,1,yes,soft_vote,score_no=0.00003236;score_yes=0.99996765;n_members=5
12893,Yes,1,yes,soft_vote,score_no=0.00023531;score_yes=0.99976469;n_members=5
12894,No,0,yes,soft_vote,score_no=0.99765520;score_yes=0.00234479;n_members=5
12895,Yes,1,yes,soft_vote,score_no=0.00001145;score_yes=0.99998856;n_members=5
12896,Yes,1,yes,soft_vote,score_no=0.00007805;score_yes=0.99992195;n_members=5
12897,Yes,1,yes,soft_vote,score_no=0.00002369;score_yes=0.99997630;n_members=5
12898,Yes,1,yes,soft_vote,score_no=0.00001508;score_yes=0.99998493;n_members=5
12899,Yes,1,yes,soft_vote,score_no=0.00004880;score_yes=0.99995118;n_members=5
12900,Yes,1,yes,soft_vote,score_no=0.00008960;score_yes=0.99991038;n_members=5
12901,No,0,yes,soft_vote,score_no=0.99997947;score_yes=0.00002053;n_members=5
12902,Yes,1,yes,soft_vote,score_no=0.03404250;score_yes=0.96595750;n_members=5
12903,Yes,1,yes,soft_vote,score_no=0.00001765;score_yes=0.99998233;n_members=5
12904,Yes,1,yes,soft_vote,score_no=0.00006427;score_yes=0.99993570;n_members=5
12905,Yes,1,yes,soft_vote,score_no=0.16131619;score_yes=0.83868381;n_members=5
12906,Yes,1,yes,soft_vote,score_no=0.00062754;score_yes=0.99937246;n_members=5
12907,Yes,1,yes,soft_vote,score_no=0.21502665;score_yes=0.78497337;n_members=5
12908,Yes,1,yes,soft_vote,score_no=0.00001298;score_yes=0.99998703;n_members=5
12909,Yes,1,yes,soft_vote,score_no=0.00001756;score_yes=0.99998243;n_members=5
12910,No,0,yes,soft_vote,score_no=0.79181240;score_yes=0.20818762;n_members=5
12911,Yes,1,yes,soft_vote,score_no=0.38043104;score_yes=0.61956898;n_members=5
12912,Yes,1,yes,soft_vote,score_no=0.00026789;score_yes=0.99973211;n_members=5
12913,Yes,1,yes,soft_vote,score_no=0.00003092;score_yes=0.99996908;n_members=5
12914,Yes,1,yes,soft_vote,score_no=0.10952693;score_yes=0.89047306;n_members=5
12915,Yes,1,yes,soft_vote,score_no=0.00000958;score_yes=0.99999042;n_members=5
12916,Yes,1,yes,soft_vote,score_no=0.00142870;score_yes=0.99857130;n_members=5
12917,Yes,1,yes,soft_vote,score_no=0.09978818;score_yes=0.90021184;n_members=5
12918,Yes,1,yes,soft_vote,score_no=0.00001575;score_yes=0.99998424;n_members=5
12919,Yes,1,yes,soft_vote,score_no=0.00001185;score_yes=0.99998815;n_members=5
12920,Yes,1,yes,soft_vote,score_no=0.00001915;score_yes=0.99998088;n_members=5
12921,No,0,yes,soft_vote,score_no=0.80056914;score_yes=0.19943088;n_members=5
12922,Yes,1,yes,soft_vote,score_no=0.00007940;score_yes=0.99992061;n_members=5
12923,Yes,1,yes,soft_vote,score_no=0.00001654;score_yes=0.99998345;n_members=5
12924,Yes,1,yes,soft_vote,score_no=0.00003824;score_yes=0.99996176;n_members=5
12925,Yes,1,yes,soft_vote,score_no=0.00021480;score_yes=0.99978523;n_members=5
12926,Yes,1,yes,soft_vote,score_no=0.00005464;score_yes=0.99994535;n_members=5
12927,No,0,yes,soft_vote,score_no=0.54568827;score_yes=0.45431173;n_members=5
12928,Yes,1,yes,soft_vote,score_no=0.00005239;score_yes=0.99994759;n_members=5
12929,Yes,1,yes,soft_vote,score_no=0.00011149;score_yes=0.99988849;n_members=5
12930,No,0,yes,soft_vote,score_no=0.99228668;score_yes=0.00771332;n_members=5
12931,Yes,1,yes,soft_vote,score_no=0.00008684;score_yes=0.99991316;n_members=5
12932,Yes,1,yes,soft_vote,score_no=0.12450263;score_yes=0.87549737;n_members=5
12933,Yes,1,yes,soft_vote,score_no=0.00002509;score_yes=0.99997494;n_members=5
12934,Yes,1,yes,soft_vote,score_no=0.03197791;score_yes=0.96802207;n_members=5
12935,Yes,1,yes,soft_vote,score_no=0.30956661;score_yes=0.69043339;n_members=5
