id,evidence_quality,evidence_quality_raw,evidence_quality_source,evidence_quality_reason
12981,Clear,Clear,codex_fallback,mt_conf=0.504281<0.6;codex=Clear
12982,Clear,0,bert_multitask,score_clear=0.81389678;score_not_clear=0.18379003;score_misleading=0.00231315
12983,Clear,0,bert_multitask,score_clear=0.99574262;score_not_clear=0.00325423;score_misleading=0.00100314
12984,Clear,0,bert_multitask,score_clear=0.88365120;score_not_clear=0.11369177;score_misleading=0.00265699
12985,Clear,0,bert_multitask,score_clear=0.95698392;score_not_clear=0.04137918;score_misleading=0.00163701
12986,Clear,0,bert_multitask,score_clear=0.93957812;score_not_clear=0.05931382;score_misleading=0.00110812
12987,Not Clear,1,bert_multitask,score_clear=0.04080079;score_not_clear=0.95715261;score_misleading=0.00204665
12988,Clear,0,bert_multitask,score_clear=0.98927838;score_not_clear=0.00964276;score_misleading=0.00107882
12989,Clear,0,bert_multitask,score_clear=0.99578106;score_not_clear=0.00293370;score_misleading=0.00128528
12990,Clear,0,bert_multitask,score_clear=0.95737427;score_not_clear=0.04090771;score_misleading=0.00171806
12991,Not Clear,1,bert_multitask,score_clear=0.33005235;score_not_clear=0.66615039;score_misleading=0.00379723
12992,Not Clear,1,bert_multitask,score_clear=0.12528966;score_not_clear=0.87335312;score_misleading=0.00135720
12993,Not Clear,1,bert_multitask,score_clear=0.01809087;score_not_clear=0.98051649;score_misleading=0.00139258
12994,Not Clear,1,bert_multitask,score_clear=0.26367080;score_not_clear=0.72828674;score_misleading=0.00804240
12995,Not Clear,1,bert_multitask,score_clear=0.04150367;score_not_clear=0.95745522;score_misleading=0.00104116
12996,Clear,0,bert_multitask,score_clear=0.92625344;score_not_clear=0.07218459;score_misleading=0.00156194
12997,Clear,0,bert_multitask,score_clear=0.99799609;score_not_clear=0.00116178;score_misleading=0.00084216
12998,Not Clear,Not Clear,codex_fallback,mt_conf=0.534837<0.6;codex=Not Clear
12999,Not Clear,1,bert_multitask,score_clear=0.09332355;score_not_clear=0.90585148;score_misleading=0.00082494
13000,Clear,0,bert_multitask,score_clear=0.98315281;score_not_clear=0.01587166;score_misleading=0.00097551
13001,Clear,0,bert_multitask,score_clear=0.97556973;score_not_clear=0.02361620;score_misleading=0.00081408
13002,Clear,0,bert_multitask,score_clear=0.92363602;score_not_clear=0.07513480;score_misleading=0.00122917
13003,Clear,0,bert_multitask,score_clear=0.95927417;score_not_clear=0.03882604;score_misleading=0.00189972
13004,Clear,0,bert_multitask,score_clear=0.97830474;score_not_clear=0.02027561;score_misleading=0.00141969
13005,Clear,0,bert_multitask,score_clear=0.94508880;score_not_clear=0.05270726;score_misleading=0.00220389
13006,Clear,Clear,codex_fallback,mt_conf=0.532301<0.6;codex=Clear
13007,Clear,0,bert_multitask,score_clear=0.99791116;score_not_clear=0.00147326;score_misleading=0.00061559
13008,Clear,0,bert_multitask,score_clear=0.97293270;score_not_clear=0.02589973;score_misleading=0.00116755
13009,Not Clear,1,bert_multitask,score_clear=0.08133527;score_not_clear=0.91759050;score_misleading=0.00107422
13010,Not Clear,1,bert_multitask,score_clear=0.03183611;score_not_clear=0.96710366;score_misleading=0.00106022
13011,Not Clear,1,bert_multitask,score_clear=0.14786895;score_not_clear=0.84875697;score_misleading=0.00337404
13012,Clear,0,bert_multitask,score_clear=0.80992752;score_not_clear=0.17725256;score_misleading=0.01281991
13013,Not Clear,1,bert_multitask,score_clear=0.07107657;score_not_clear=0.92723525;score_misleading=0.00168824
13014,Not Clear,1,bert_multitask,score_clear=0.33381960;score_not_clear=0.66423488;score_misleading=0.00194553
13015,Clear,0,bert_multitask,score_clear=0.99652451;score_not_clear=0.00281185;score_misleading=0.00066359
13016,Not Clear,1,bert_multitask,score_clear=0.08045705;score_not_clear=0.91744423;score_misleading=0.00209869
13017,Clear,0,bert_multitask,score_clear=0.99719149;score_not_clear=0.00223799;score_misleading=0.00057046
13018,Clear,0,bert_multitask,score_clear=0.89869547;score_not_clear=0.09885575;score_misleading=0.00244877
13019,Not Clear,1,bert_multitask,score_clear=0.33005169;score_not_clear=0.66772240;score_misleading=0.00222592
13020,Clear,0,bert_multitask,score_clear=0.63192809;score_not_clear=0.36410093;score_misleading=0.00397093
13021,Clear,0,bert_multitask,score_clear=0.97696209;score_not_clear=0.02147951;score_misleading=0.00155845
13022,Clear,0,bert_multitask,score_clear=0.98695290;score_not_clear=0.01194113;score_misleading=0.00110598
13023,Clear,0,bert_multitask,score_clear=0.92623085;score_not_clear=0.07247773;score_misleading=0.00129136
13024,Clear,0,bert_multitask,score_clear=0.81705242;score_not_clear=0.18072011;score_misleading=0.00222745
13025,Clear,Clear,codex_fallback,mt_conf=0.549571<0.6;codex=Clear
13026,Clear,0,bert_multitask,score_clear=0.96186000;score_not_clear=0.03725447;score_misleading=0.00088552
13027,Not Clear,1,bert_multitask,score_clear=0.05489985;score_not_clear=0.94391805;score_misleading=0.00118211
13028,Clear,0,bert_multitask,score_clear=0.93912488;score_not_clear=0.05951157;score_misleading=0.00136355
13029,Not Clear,1,bert_multitask,score_clear=0.38317329;score_not_clear=0.61423916;score_misleading=0.00258757
13030,Clear,0,bert_multitask,score_clear=0.92189068;score_not_clear=0.07635200;score_misleading=0.00175726
13031,Clear,0,bert_multitask,score_clear=0.90250325;score_not_clear=0.09584923;score_misleading=0.00164752
13032,Clear,0,bert_multitask,score_clear=0.99694735;score_not_clear=0.00241078;score_misleading=0.00064192
13033,Clear,0,bert_multitask,score_clear=0.88735634;score_not_clear=0.10961179;score_misleading=0.00303188
13034,Clear,0,bert_multitask,score_clear=0.98816699;score_not_clear=0.01099738;score_misleading=0.00083570
13035,Clear,0,bert_multitask,score_clear=0.76687139;score_not_clear=0.22888677;score_misleading=0.00424186
13036,Clear,Clear,codex_fallback,mt_conf=0.581403<0.6;codex=Clear
13037,Clear,Clear,codex_fallback,mt_conf=0.573829<0.6;codex=Clear
13038,Not Clear,1,bert_multitask,score_clear=0.06642473;score_not_clear=0.93214142;score_misleading=0.00143389
13039,Clear,0,bert_multitask,score_clear=0.99188930;score_not_clear=0.00703365;score_misleading=0.00107711
13040,Not Clear,1,bert_multitask,score_clear=0.02036470;score_not_clear=0.97874898;score_misleading=0.00088632
13041,Clear,0,bert_multitask,score_clear=0.90036744;score_not_clear=0.09706568;score_misleading=0.00256681
13042,Clear,0,bert_multitask,score_clear=0.93319756;score_not_clear=0.06423610;score_misleading=0.00256633
13043,Clear,0,bert_multitask,score_clear=0.99354690;score_not_clear=0.00533857;score_misleading=0.00111454
13044,Clear,0,bert_multitask,score_clear=0.98008394;score_not_clear=0.01910787;score_misleading=0.00080811
13045,Clear,0,bert_multitask,score_clear=0.99358976;score_not_clear=0.00600074;score_misleading=0.00040949
13046,Not Clear,Not Clear,codex_fallback,mt_conf=0.573547<0.6;codex=Not Clear
13047,Clear,0,bert_multitask,score_clear=0.91126221;score_not_clear=0.08644102;score_misleading=0.00229683
13048,Not Clear,1,bert_multitask,score_clear=0.00772401;score_not_clear=0.99155736;score_misleading=0.00071861
13049,Clear,0,bert_multitask,score_clear=0.68694770;score_not_clear=0.30753535;score_misleading=0.00551698
13050,Clear,0,bert_multitask,score_clear=0.99859446;score_not_clear=0.00077779;score_misleading=0.00062774
13051,Not Clear,1,bert_multitask,score_clear=0.04243821;score_not_clear=0.95590585;score_misleading=0.00165597
13052,Clear,0,bert_multitask,score_clear=0.92465937;score_not_clear=0.07323383;score_misleading=0.00210682
13053,Not Clear,1,bert_multitask,score_clear=0.10053834;score_not_clear=0.89660156;score_misleading=0.00286011
13054,Clear,0,bert_multitask,score_clear=0.84896761;score_not_clear=0.14915147;score_misleading=0.00188100
13055,Clear,0,bert_multitask,score_clear=0.97729790;score_not_clear=0.01948238;score_misleading=0.00321981
13056,Not Clear,1,bert_multitask,score_clear=0.04136061;score_not_clear=0.95695060;score_misleading=0.00168880
13057,Not Clear,1,bert_multitask,score_clear=0.35558268;score_not_clear=0.63391459;score_misleading=0.01050268
13058,Clear,0,bert_multitask,score_clear=0.99607408;score_not_clear=0.00307884;score_misleading=0.00084706
13059,Clear,0,bert_multitask,score_clear=0.99196434;score_not_clear=0.00706903;score_misleading=0.00096664
13060,Clear,0,bert_multitask,score_clear=0.99273211;score_not_clear=0.00654745;score_misleading=0.00072045
13061,Clear,0,bert_multitask,score_clear=0.74225527;score_not_clear=0.25230995;score_misleading=0.00543486
13062,Clear,0,bert_multitask,score_clear=0.98836935;score_not_clear=0.01038005;score_misleading=0.00125056
13063,Clear,0,bert_multitask,score_clear=0.88837236;score_not_clear=0.10719861;score_misleading=0.00442904
13064,Not Clear,1,bert_multitask,score_clear=0.13050771;score_not_clear=0.86788636;score_misleading=0.00160593
13065,Clear,0,bert_multitask,score_clear=0.99521780;score_not_clear=0.00409299;score_misleading=0.00068934
13066,Not Clear,1,bert_multitask,score_clear=0.23724720;score_not_clear=0.76091045;score_misleading=0.00184237
13067,Not Clear,1,bert_multitask,score_clear=0.08999284;score_not_clear=0.90882349;score_misleading=0.00118365
13068,Clear,0,bert_multitask,score_clear=0.94849473;score_not_clear=0.04956167;score_misleading=0.00194360
13069,Clear,0,bert_multitask,score_clear=0.99355996;score_not_clear=0.00529220;score_misleading=0.00114780
13070,Not Clear,1,bert_multitask,score_clear=0.03861446;score_not_clear=0.96030533;score_misleading=0.00108022
13071,Not Clear,1,bert_multitask,score_clear=0.27713835;score_not_clear=0.71999395;score_misleading=0.00286771
13072,Not Clear,1,bert_multitask,score_clear=0.09033307;score_not_clear=0.90614563;score_misleading=0.00352131
13073,Clear,0,bert_multitask,score_clear=0.97491407;score_not_clear=0.02379884;score_misleading=0.00128709
13074,Not Clear,1,bert_multitask,score_clear=0.20357667;score_not_clear=0.79062307;score_misleading=0.00580024
13075,Clear,0,bert_multitask,score_clear=0.88010150;score_not_clear=0.11732261;score_misleading=0.00257587
13076,Clear,0,bert_multitask,score_clear=0.90162903;score_not_clear=0.09578602;score_misleading=0.00258497
13077,Clear,Clear,codex_fallback,mt_conf=0.569902<0.6;codex=Clear
13078,Clear,0,bert_multitask,score_clear=0.80399799;score_not_clear=0.19405772;score_misleading=0.00194434
13079,Clear,0,bert_multitask,score_clear=0.98319787;score_not_clear=0.01559025;score_misleading=0.00121191
13080,Clear,0,bert_multitask,score_clear=0.98806751;score_not_clear=0.01039927;score_misleading=0.00153324
13081,Not Clear,1,bert_multitask,score_clear=0.29278636;score_not_clear=0.70232147;score_misleading=0.00489217
13082,Clear,0,bert_multitask,score_clear=0.98603445;score_not_clear=0.01283419;score_misleading=0.00113136
13083,Clear,0,bert_multitask,score_clear=0.98346472;score_not_clear=0.01443666;score_misleading=0.00209858
13084,Clear,0,bert_multitask,score_clear=0.94723177;score_not_clear=0.05142824;score_misleading=0.00133999
13085,Clear,0,bert_multitask,score_clear=0.99629349;score_not_clear=0.00192259;score_misleading=0.00178385
13086,Clear,0,bert_multitask,score_clear=0.99728739;score_not_clear=0.00187910;score_misleading=0.00083353
13087,Not Clear,1,bert_multitask,score_clear=0.02258003;score_not_clear=0.97475320;score_misleading=0.00266674
13088,Not Clear,1,bert_multitask,score_clear=0.32891974;score_not_clear=0.66736889;score_misleading=0.00371142
13089,Not Clear,1,bert_multitask,score_clear=0.02275996;score_not_clear=0.97534549;score_misleading=0.00189459
13090,Clear,0,bert_multitask,score_clear=0.63748717;score_not_clear=0.35856840;score_misleading=0.00394449
13091,Not Clear,1,bert_multitask,score_clear=0.01498384;score_not_clear=0.98404640;score_misleading=0.00096980
13092,Clear,0,bert_multitask,score_clear=0.91549563;score_not_clear=0.07907304;score_misleading=0.00543134
13093,Clear,0,bert_multitask,score_clear=0.90447623;score_not_clear=0.09352221;score_misleading=0.00200162
13094,Clear,0,bert_multitask,score_clear=0.99127978;score_not_clear=0.00712037;score_misleading=0.00159992
13095,Clear,0,bert_multitask,score_clear=0.96211076;score_not_clear=0.03648595;score_misleading=0.00140332
13096,Clear,0,bert_multitask,score_clear=0.98790967;score_not_clear=0.01108992;score_misleading=0.00100046
13097,Not Clear,1,bert_multitask,score_clear=0.36783403;score_not_clear=0.62770396;score_misleading=0.00446196
13098,Clear,0,bert_multitask,score_clear=0.92094165;score_not_clear=0.07680400;score_misleading=0.00225427
13099,Not Clear,1,bert_multitask,score_clear=0.11303774;score_not_clear=0.88587153;score_misleading=0.00109080
13100,Not Clear,1,bert_multitask,score_clear=0.04445636;score_not_clear=0.95469391;score_misleading=0.00084968
13101,Clear,0,bert_multitask,score_clear=0.91911960;score_not_clear=0.07969730;score_misleading=0.00118309
13102,Not Clear,1,bert_multitask,score_clear=0.36721230;score_not_clear=0.63131100;score_misleading=0.00147674
13103,Not Clear,1,bert_multitask,score_clear=0.27587554;score_not_clear=0.72111559;score_misleading=0.00300889
13104,Clear,0,bert_multitask,score_clear=0.94592857;score_not_clear=0.05264236;score_misleading=0.00142904
13105,Clear,0,bert_multitask,score_clear=0.99496400;score_not_clear=0.00428520;score_misleading=0.00075085
13106,Clear,Clear,codex_fallback,mt_conf=0.523516<0.6;codex=Clear
13107,Not Clear,1,bert_multitask,score_clear=0.01943813;score_not_clear=0.97927743;score_misleading=0.00128449
13108,Not Clear,1,bert_multitask,score_clear=0.02188392;score_not_clear=0.97699898;score_misleading=0.00111707
13109,Clear,0,bert_multitask,score_clear=0.98687232;score_not_clear=0.01192779;score_misleading=0.00119980
13110,Clear,0,bert_multitask,score_clear=0.97588140;score_not_clear=0.02302355;score_misleading=0.00109509
13111,Clear,Clear,codex_fallback,mt_conf=0.570358<0.6;codex=Clear
13112,Clear,0,bert_multitask,score_clear=0.99408495;score_not_clear=0.00482819;score_misleading=0.00108679
13113,Clear,0,bert_multitask,score_clear=0.83732867;score_not_clear=0.16050111;score_misleading=0.00217026
13114,Clear,0,bert_multitask,score_clear=0.97160959;score_not_clear=0.02544424;score_misleading=0.00294611
13115,Not Clear,1,bert_multitask,score_clear=0.02353499;score_not_clear=0.97549289;score_misleading=0.00097210
13116,Not Clear,1,bert_multitask,score_clear=0.03013824;score_not_clear=0.96882129;score_misleading=0.00104052
13117,Clear,0,bert_multitask,score_clear=0.70602077;score_not_clear=0.29092124;score_misleading=0.00305793
13118,Clear,0,bert_multitask,score_clear=0.99415910;score_not_clear=0.00452951;score_misleading=0.00131139
13119,Clear,0,bert_multitask,score_clear=0.98174196;score_not_clear=0.01698771;score_misleading=0.00127022
13120,Clear,0,bert_multitask,score_clear=0.90380436;score_not_clear=0.09292521;score_misleading=0.00327035
13121,Not Clear,1,bert_multitask,score_clear=0.04573861;score_not_clear=0.95062536;score_misleading=0.00363604
13122,Not Clear,1,bert_multitask,score_clear=0.16919862;score_not_clear=0.82849973;score_misleading=0.00230161
13123,Clear,0,bert_multitask,score_clear=0.95589894;score_not_clear=0.04214908;score_misleading=0.00195204
13124,Not Clear,1,bert_multitask,score_clear=0.04835236;score_not_clear=0.95074850;score_misleading=0.00089911
13125,Clear,0,bert_multitask,score_clear=0.93894017;score_not_clear=0.05926590;score_misleading=0.00179391
13126,Clear,0,bert_multitask,score_clear=0.90982074;score_not_clear=0.08771461;score_misleading=0.00246463
13127,Clear,0,bert_multitask,score_clear=0.93209761;score_not_clear=0.06578884;score_misleading=0.00211367
13128,Clear,0,bert_multitask,score_clear=0.95631456;score_not_clear=0.04160265;score_misleading=0.00208284
13129,Clear,0,bert_multitask,score_clear=0.99340057;score_not_clear=0.00576429;score_misleading=0.00083516
13130,Clear,0,bert_multitask,score_clear=0.88908982;score_not_clear=0.10902185;score_misleading=0.00188824
13131,Clear,0,bert_multitask,score_clear=0.85050946;score_not_clear=0.14763266;score_misleading=0.00185787
13132,Clear,0,bert_multitask,score_clear=0.97782785;score_not_clear=0.02033337;score_misleading=0.00183879
13133,Clear,0,bert_multitask,score_clear=0.97905743;score_not_clear=0.01886897;score_misleading=0.00207359
13134,Clear,0,bert_multitask,score_clear=0.99667126;score_not_clear=0.00283215;score_misleading=0.00049664
13135,Clear,0,bert_multitask,score_clear=0.97864020;score_not_clear=0.01983769;score_misleading=0.00152206
13136,Clear,0,bert_multitask,score_clear=0.96142596;score_not_clear=0.03747676;score_misleading=0.00109726
13137,Not Clear,1,bert_multitask,score_clear=0.05693021;score_not_clear=0.94226176;score_misleading=0.00080805
13138,Clear,0,bert_multitask,score_clear=0.79172319;score_not_clear=0.20510641;score_misleading=0.00317041
13139,Clear,0,bert_multitask,score_clear=0.98928601;score_not_clear=0.00944655;score_misleading=0.00126742
13140,Not Clear,1,bert_multitask,score_clear=0.17003807;score_not_clear=0.82774806;score_misleading=0.00221388
13141,Clear,0,bert_multitask,score_clear=0.97273648;score_not_clear=0.02549155;score_misleading=0.00177197
13142,Clear,0,bert_multitask,score_clear=0.61446369;score_not_clear=0.38020068;score_misleading=0.00533569
13143,Not Clear,1,bert_multitask,score_clear=0.08558622;score_not_clear=0.91363186;score_misleading=0.00078190
13144,Clear,0,bert_multitask,score_clear=0.73898017;score_not_clear=0.25423428;score_misleading=0.00678556
13145,Clear,0,bert_multitask,score_clear=0.88610810;score_not_clear=0.11040583;score_misleading=0.00348611
13146,Clear,0,bert_multitask,score_clear=0.85213321;score_not_clear=0.14413698;score_misleading=0.00372977
13147,Clear,0,bert_multitask,score_clear=0.99435270;score_not_clear=0.00498635;score_misleading=0.00066096
13148,Clear,0,bert_multitask,score_clear=0.99439359;score_not_clear=0.00435693;score_misleading=0.00124939
13149,Not Clear,1,bert_multitask,score_clear=0.02626165;score_not_clear=0.97296607;score_misleading=0.00077231
13150,Clear,0,bert_multitask,score_clear=0.83025062;score_not_clear=0.16811801;score_misleading=0.00163136
13151,Not Clear,1,bert_multitask,score_clear=0.04102195;score_not_clear=0.95748919;score_misleading=0.00148887
13152,Clear,0,bert_multitask,score_clear=0.95048833;score_not_clear=0.04807117;score_misleading=0.00144044
13153,Clear,0,bert_multitask,score_clear=0.98841584;score_not_clear=0.01028209;score_misleading=0.00130215
13154,Not Clear,1,bert_multitask,score_clear=0.14174584;score_not_clear=0.85661393;score_misleading=0.00164021
13155,Clear,Clear,codex_fallback,mt_conf=0.543270<0.6;codex=Clear
13156,Clear,0,bert_multitask,score_clear=0.98618722;score_not_clear=0.01307180;score_misleading=0.00074095
13157,Not Clear,1,bert_multitask,score_clear=0.00997574;score_not_clear=0.98938751;score_misleading=0.00063675
13158,Clear,0,bert_multitask,score_clear=0.85195321;score_not_clear=0.14651622;score_misleading=0.00153059
13159,Clear,0,bert_multitask,score_clear=0.99708730;score_not_clear=0.00168397;score_misleading=0.00122876
13160,Clear,0,bert_multitask,score_clear=0.99798787;score_not_clear=0.00133491;score_misleading=0.00067715
13161,Clear,Clear,codex_fallback,mt_conf=0.553709<0.6;codex=Clear
13162,Not Clear,1,bert_multitask,score_clear=0.16705698;score_not_clear=0.83169329;score_misleading=0.00124973
13163,Clear,0,bert_multitask,score_clear=0.98945999;score_not_clear=0.00966566;score_misleading=0.00087438
13164,Clear,0,bert_multitask,score_clear=0.95356816;score_not_clear=0.04549446;score_misleading=0.00093738
13165,Not Clear,1,bert_multitask,score_clear=0.13686575;score_not_clear=0.86149913;score_misleading=0.00163518
13166,Clear,0,bert_multitask,score_clear=0.91767853;score_not_clear=0.07960981;score_misleading=0.00271154
13167,Not Clear,1,bert_multitask,score_clear=0.04266682;score_not_clear=0.95288223;score_misleading=0.00445099
13168,Clear,0,bert_multitask,score_clear=0.93226188;score_not_clear=0.06577235;score_misleading=0.00196571
13169,Not Clear,1,bert_multitask,score_clear=0.01428813;score_not_clear=0.98389995;score_misleading=0.00181197
13170,Clear,0,bert_multitask,score_clear=0.62017626;score_not_clear=0.37662134;score_misleading=0.00320237
13171,Clear,0,bert_multitask,score_clear=0.78281510;score_not_clear=0.21428344;score_misleading=0.00290150
13172,Not Clear,1,bert_multitask,score_clear=0.05454861;score_not_clear=0.94346809;score_misleading=0.00198326
13173,Not Clear,1,bert_multitask,score_clear=0.27591363;score_not_clear=0.72040600;score_misleading=0.00368039
13174,Clear,0,bert_multitask,score_clear=0.98895431;score_not_clear=0.00986375;score_misleading=0.00118196
13175,Clear,0,bert_multitask,score_clear=0.83462864;score_not_clear=0.16279897;score_misleading=0.00257234
13176,Clear,0,bert_multitask,score_clear=0.99241954;score_not_clear=0.00692513;score_misleading=0.00065527
13177,Clear,0,bert_multitask,score_clear=0.84962994;score_not_clear=0.14843921;score_misleading=0.00193085
13178,Clear,Clear,codex_fallback,mt_conf=0.520600<0.6;codex=Clear
13179,Not Clear,1,bert_multitask,score_clear=0.21258759;score_not_clear=0.78467286;score_misleading=0.00273953
13180,Clear,0,bert_multitask,score_clear=0.98482436;score_not_clear=0.01351343;score_misleading=0.00166211
13181,Clear,0,bert_multitask,score_clear=0.99469912;score_not_clear=0.00446265;score_misleading=0.00083824
13182,Clear,0,bert_multitask,score_clear=0.97674084;score_not_clear=0.02191284;score_misleading=0.00134624
13183,Clear,0,bert_multitask,score_clear=0.95765692;score_not_clear=0.04003816;score_misleading=0.00230488
13184,Clear,0,bert_multitask,score_clear=0.98547560;score_not_clear=0.01228260;score_misleading=0.00224179
13185,Clear,0,bert_multitask,score_clear=0.83458114;score_not_clear=0.16119233;score_misleading=0.00422650
13186,Clear,Clear,codex_fallback,mt_conf=0.589183<0.6;codex=Clear
13187,Clear,0,bert_multitask,score_clear=0.99705303;score_not_clear=0.00085241;score_misleading=0.00209451
13188,Not Clear,1,bert_multitask,score_clear=0.35163245;score_not_clear=0.64562184;score_misleading=0.00274569
13189,Clear,0,bert_multitask,score_clear=0.92363650;score_not_clear=0.07004231;score_misleading=0.00632116
13190,Not Clear,1,bert_multitask,score_clear=0.06371548;score_not_clear=0.93293828;score_misleading=0.00334626
13191,Clear,0,bert_multitask,score_clear=0.83553112;score_not_clear=0.16231900;score_misleading=0.00214979
13192,Clear,0,bert_multitask,score_clear=0.98521948;score_not_clear=0.01355210;score_misleading=0.00122839
13193,Clear,0,bert_multitask,score_clear=0.95936227;score_not_clear=0.03973959;score_misleading=0.00089813
13194,Not Clear,Not Clear,codex_fallback,mt_conf=0.580984<0.6;codex=Not Clear
13195,Clear,0,bert_multitask,score_clear=0.97894502;score_not_clear=0.02005554;score_misleading=0.00099959
13196,Clear,0,bert_multitask,score_clear=0.99263752;score_not_clear=0.00654794;score_misleading=0.00081458
13197,Clear,Clear,codex_fallback,mt_conf=0.500787<0.6;codex=Clear
13198,Clear,0,bert_multitask,score_clear=0.71204728;score_not_clear=0.28544259;score_misleading=0.00251013
13199,Clear,Clear,codex_fallback,mt_conf=0.586359<0.6;codex=Clear
13200,Clear,Clear,codex_fallback,mt_conf=0.514010<0.6;codex=Clear
13201,Not Clear,1,bert_multitask,score_clear=0.06881373;score_not_clear=0.92989874;score_misleading=0.00128759
13202,Clear,0,bert_multitask,score_clear=0.71781456;score_not_clear=0.27733132;score_misleading=0.00485406
13203,Clear,0,bert_multitask,score_clear=0.99530113;score_not_clear=0.00374793;score_misleading=0.00095100
13204,Clear,0,bert_multitask,score_clear=0.97153866;score_not_clear=0.02752632;score_misleading=0.00093503
13205,Not Clear,1,bert_multitask,score_clear=0.04431476;score_not_clear=0.95391506;score_misleading=0.00177013
13206,Clear,0,bert_multitask,score_clear=0.93549156;score_not_clear=0.06201180;score_misleading=0.00249665
13207,Not Clear,1,bert_multitask,score_clear=0.21678221;score_not_clear=0.78153604;score_misleading=0.00168175
13208,Not Clear,1,bert_multitask,score_clear=0.11333856;score_not_clear=0.88458657;score_misleading=0.00207486
13209,Clear,0,bert_multitask,score_clear=0.93220979;score_not_clear=0.06483831;score_misleading=0.00295188
13210,Clear,0,bert_multitask,score_clear=0.99432445;score_not_clear=0.00449921;score_misleading=0.00117634
13211,Clear,Clear,codex_fallback,mt_conf=0.544173<0.6;codex=Clear
13212,Clear,0,bert_multitask,score_clear=0.96237397;score_not_clear=0.03575800;score_misleading=0.00186801
13213,Clear,0,bert_multitask,score_clear=0.83411193;score_not_clear=0.16285889;score_misleading=0.00302915
13214,Clear,0,bert_multitask,score_clear=0.99709177;score_not_clear=0.00233974;score_misleading=0.00056856
13215,Clear,0,bert_multitask,score_clear=0.96932876;score_not_clear=0.02980143;score_misleading=0.00086973
13216,Clear,0,bert_multitask,score_clear=0.99437970;score_not_clear=0.00501544;score_misleading=0.00060490
13217,Not Clear,1,bert_multitask,score_clear=0.33271608;score_not_clear=0.66407663;score_misleading=0.00320732
13218,Clear,0,bert_multitask,score_clear=0.97756606;score_not_clear=0.01875796;score_misleading=0.00367594
13219,Not Clear,1,bert_multitask,score_clear=0.02673623;score_not_clear=0.97191554;score_misleading=0.00134823
13220,Clear,0,bert_multitask,score_clear=0.99347335;score_not_clear=0.00531894;score_misleading=0.00120768
13221,Not Clear,1,bert_multitask,score_clear=0.34479693;score_not_clear=0.65178788;score_misleading=0.00341523
13222,Clear,0,bert_multitask,score_clear=0.61617219;score_not_clear=0.38182241;score_misleading=0.00200544
13223,Clear,0,bert_multitask,score_clear=0.99128717;score_not_clear=0.00747520;score_misleading=0.00123759
13224,Clear,0,bert_multitask,score_clear=0.75399870;score_not_clear=0.24327122;score_misleading=0.00273005
13225,Clear,0,bert_multitask,score_clear=0.96675003;score_not_clear=0.03139513;score_misleading=0.00185493
13226,Not Clear,1,bert_multitask,score_clear=0.31437275;score_not_clear=0.68329847;score_misleading=0.00232877
13227,Not Clear,1,bert_multitask,score_clear=0.01626541;score_not_clear=0.98134643;score_misleading=0.00238819
13228,Clear,0,bert_multitask,score_clear=0.99734771;score_not_clear=0.00140431;score_misleading=0.00124789
13229,Clear,0,bert_multitask,score_clear=0.95214373;score_not_clear=0.04332950;score_misleading=0.00452684
13230,Not Clear,1,bert_multitask,score_clear=0.38317522;score_not_clear=0.61504227;score_misleading=0.00178250
13231,Clear,0,bert_multitask,score_clear=0.83923370;score_not_clear=0.15908389;score_misleading=0.00168248
13232,Clear,0,bert_multitask,score_clear=0.63548368;score_not_clear=0.35890150;score_misleading=0.00561487
13233,Not Clear,1,bert_multitask,score_clear=0.03290339;score_not_clear=0.96621925;score_misleading=0.00087734
13234,Clear,0,bert_multitask,score_clear=0.96037084;score_not_clear=0.03737054;score_misleading=0.00225860
13235,Clear,0,bert_multitask,score_clear=0.94735140;score_not_clear=0.05095331;score_misleading=0.00169534
13236,Clear,0,bert_multitask,score_clear=0.97577411;score_not_clear=0.02295568;score_misleading=0.00127020
13237,Clear,0,bert_multitask,score_clear=0.98672509;score_not_clear=0.01226755;score_misleading=0.00100737
13238,Not Clear,1,bert_multitask,score_clear=0.36549133;score_not_clear=0.63208544;score_misleading=0.00242318
13239,Clear,0,bert_multitask,score_clear=0.98206800;score_not_clear=0.01593495;score_misleading=0.00199695
13240,Clear,0,bert_multitask,score_clear=0.81964874;score_not_clear=0.17788474;score_misleading=0.00246658
13241,Clear,0,bert_multitask,score_clear=0.67948604;score_not_clear=0.31917745;score_misleading=0.00133653
13242,Not Clear,1,bert_multitask,score_clear=0.07399102;score_not_clear=0.92472768;score_misleading=0.00128135
13243,Clear,0,bert_multitask,score_clear=0.89484710;score_not_clear=0.10384613;score_misleading=0.00130676
13244,Not Clear,1,bert_multitask,score_clear=0.25034398;score_not_clear=0.74742419;score_misleading=0.00223187
13245,Clear,Clear,codex_fallback,mt_conf=0.584973<0.6;codex=Clear
13246,Clear,0,bert_multitask,score_clear=0.92317349;score_not_clear=0.07518254;score_misleading=0.00164398
13247,Clear,0,bert_multitask,score_clear=0.99686497;score_not_clear=0.00264368;score_misleading=0.00049122
13248,Clear,0,bert_multitask,score_clear=0.99390805;score_not_clear=0.00442080;score_misleading=0.00167106
13249,Not Clear,1,bert_multitask,score_clear=0.02787028;score_not_clear=0.97142267;score_misleading=0.00070705
